Neutron_Porosity,Deep_Resistivity,Medium_Resistivity,Gamma_Ray,Density,DTC
0.1075,4.2936,4.1572,7.962999999999999,2.5905,65.4552
0.1107,4.2742,4.1317,6.0443,2.5801,65.8619
0.1115,4.2326,4.0473,5.7431,2.5626,66.2232
0.1114,4.1544,3.9032,6.2304,2.5354,66.6794
0.1173,4.041,3.7236,6.3726,2.4929,67.1554
0.1241,3.9131,3.5451,6.9899,2.4756,67.3891
0.1251,3.8018,3.4065,7.1585,2.491,67.3461
0.121,3.7295,3.3343,6.4942,2.5211,67.1569
0.1109,3.7026,3.3333,5.9134,2.5336,66.9302
0.1001,3.7141,3.3857,6.7986,2.5269,66.7509
0.0959,3.7536,3.4649,8.3897,2.523,66.5554
0.0948,3.8133,3.5539,7.2154,2.5436,66.4264
0.0922,3.8861,3.6515,5.6106,2.5777,66.3871
0.0946,3.9604,3.7552,6.2473,2.5843,66.4655
0.098,4.0247,3.852,7.0953,2.5727,66.6587
0.0989,4.0769,3.9331,7.056,2.5599,66.8736
0.0981,4.129,4.0114,7.0599,2.5531,67.0527
0.0974,4.1952,4.1069,7.2639,2.5524,67.2748
0.0981,4.2777,4.2178,8.5991,2.5540000000000003,67.7062
0.0993,4.3637,4.3229,8.8785,2.5567,68.0737
0.1,4.4361,4.4065,9.532,2.5729,68.1254
0.0972,4.4857,4.4707,11.2771,2.5956,67.8008
0.0909,4.5123,4.5196,9.4215,2.6036,67.2551
0.0859,4.5207,4.5557,7.3762,2.5936,66.5497
0.0776,4.5169,4.5865,7.1721,2.5726,65.6685
0.07200000000000001,4.5097,4.6244,6.6745,2.5536,64.66199999999999
0.0726,4.5105,4.6777,6.6129,2.5609,63.7593
0.073,4.5281,4.7477,6.6764,2.5788,62.9554
0.0729,4.5608,4.8281,6.8686,2.5803,62.2854
0.0727,4.595,4.8992,8.0094,2.5746,61.7495
0.0729,4.6133,4.9368,7.6115,2.5619,61.5552
0.0742,4.6076,4.9345,6.2298,2.5629,61.691
0.0805,4.5833,4.9086,6.3181,2.5682,62.0587
0.0827,4.5525,4.8751,7.7502,2.5632,62.6306
0.0797,4.5226,4.8317,8.2351,2.5454,63.1822
0.0797,4.4947,4.7682,8.157,2.5295,63.6798
0.0845,4.4671,4.687,9.2299,2.542,63.9672
0.0882,4.439,4.605,9.4575,2.5564,63.9361
0.0895,4.4095,4.5344,7.6416,2.5564,63.5983
0.0894,4.3791,4.475,6.8674,2.5699,63.5346
0.0897,4.3514,4.4294,6.8808,2.5703,64.1175
0.0907,4.3296,4.4046,7.9492,2.5643,65.2065
0.0987,4.3072,4.3908,9.2085,2.5502,66.6902
0.1069,4.2644,4.3525,10.2439,2.5378,68.3791
0.1155,4.1818,4.2576,8.7753,2.5314,69.8521
0.1189,4.0585,4.1064,8.1381,2.5318,70.9596
0.1098,3.9156,3.9272,9.0757,2.5442,71.4512
0.0989,3.7757,3.7485,10.2159,2.5434,71.5945
0.1013,3.6497,3.5858,11.2436,2.5442,71.8445
0.1102,3.5362,3.4404,11.8341,2.5511,72.2862
0.11199999999999999,3.4345,3.3105,12.1866,2.5327,72.7987
0.1117,3.3537,3.2016,11.307,2.5437,73.1018
0.11,3.3081,3.1324,10.5855,2.5536,73.0379
0.1081,3.3073,3.1288,9.4402,2.5478,72.586
0.1017,3.3464,3.2022,7.6028,2.5318,71.9738
0.1016,3.4026,3.3244,7.5358,2.5253,71.4163
0.1118,3.4438,3.4248,7.8617,2.5199,71.1344
0.1243,3.4448,3.4216,10.3557,2.4935,71.3131
0.1218,3.4031,3.2897,14.3721,2.5071,72.2077
0.1237,3.3355,3.0918,15.7244,2.5182,73.4594
0.1301,3.2646,2.9281,12.3847,2.5281,74.7776
0.1255,3.2073,2.8561,10.1565,2.5532,75.6691
0.115,3.1732,2.8739999999999997,11.4706,2.5565,76.1098
0.1137,3.1711,2.9396,11.4752,2.5403,76.1191
0.1111,3.1919,3.0156,12.6922,2.5422,76.1413
0.1099,3.2151,3.0857,14.1865,2.5745,76.2736
0.1144,3.2228,3.1322,13.4303,2.5889,76.7325
0.1178,3.2121,3.1465,13.5792,2.5795,77.4586
0.1213,3.1939,3.1438,16.008,2.5637,77.868
0.12300000000000001,3.1805,3.1435,17.2211,2.5554,77.3163
0.1183,3.1762,3.1534,14.3136,2.5484,76.1885
0.1156,3.1778,3.1715,12.9695,2.5432,74.7778
0.1239,3.1804,3.1886,12.942,2.548,73.527
0.1344,3.1818,3.1952,13.0478,2.5404,72.457
0.1366,3.1797,3.1901,13.4705,2.5412,71.8253
0.1345,3.1716,3.1743,12.4255,2.5476,71.7269
0.1273,3.1564,3.1463,12.0272,2.5304,72.3558
0.1233,3.1375,3.112,12.4726,2.5296,73.1523
0.1206,3.1216,3.0882,12.1285,2.5331,73.2383
0.1159,3.1122,3.0892,12.6538,2.5001,72.6142
0.1112,3.1058,3.1082,12.1494,2.4829,71.9476
0.1083,3.0987,3.1277,11.8519,2.49,71.6371
0.1085,3.0907,3.1336,11.3812,2.5211,71.4766
0.1153,3.0851,3.1263,10.9155,2.5259,71.4221
0.1128,3.0854,3.1179,10.9079,2.5092,71.2074
0.1531,3.0943,3.12,10.3715,2.5304,70.8718
0.2573,3.1126,3.1382,10.7355,2.5717,70.5469
0.0979,3.1369,3.1699,12.5042,2.569,71.0081
0.0062,3.1644,3.2169,16.5287,2.5494,72.0817
0.0445,3.1926,3.2859,19.5408,2.5387,73.067
0.0849,3.2173,3.3752,18.7336,2.6161,73.6441
0.0879,3.2325,3.4667,16.395,2.6306,73.6586
0.0833,3.2331,3.5324,11.6726,2.5981,72.5094
0.0886,3.2213,3.5525,8.7546,2.5669999999999997,69.4768
0.092,3.2074,3.5334,9.8376,2.5551,66.6525
0.0941,3.2016,3.5069,9.1064,2.5669999999999997,65.5618
0.0946,3.2023,3.5,9.9983,2.5613,66.2261
0.0903,3.1927,3.5042,10.9762,2.5518,67.7283
0.0925,3.1538,3.4793,11.5471,2.5498,69.1385
0.0973,3.0831,3.3976,11.4475,2.5565,70.1034
0.098,3.0022,3.2807,11.3896,2.555,70.528
0.1031,2.9335,3.1671,11.3182,2.5403,70.7183
0.1107,2.8864,3.0741,10.524000000000001,2.5533,70.9262
0.1208,2.853,2.9896,10.1724,2.5516,71.6361
0.1284,2.8141,2.8904,10.9583,2.5356,73.3524
0.1339,2.7528,2.7653,12.7251,2.5331,76.0473
0.1377,2.6674,2.6237,14.1957,2.5409,78.7076
0.1179,2.6165,2.8127,10.4876,2.5436,69.9875
0.12300000000000001,2.6337,2.8589,12.2242,2.5445,70.8831
0.1179,2.6179,2.8505,13.0356,2.5372,71.6328
0.1315,2.6926,2.6226,15.2613,2.4914,75.4108
0.1114,2.8379,2.804,12.2455,2.4894,75.3756
0.0967,2.9819999999999998,2.98,8.9954,2.5269,75.0908
0.0887,3.0882,3.0962,7.3986,2.5529,73.6814
0.0804,3.1446,3.1325,9.9302,2.5587,71.7424
0.0783,3.1793,3.1289999999999996,13.509,2.5573,70.0927
0.0822,3.2423,3.1543,15.0462,2.5537,69.2812
0.0908,3.3732,3.2633,14.1397,2.5502,69.4219
0.0969,3.5768,3.4724,13.2491,2.5629,70.3274
0.0988,3.8099,3.7421,12.5085,2.5861,71.4042
0.1042,3.9897,3.9722,12.5551,2.5924,72.1609
0.1041,4.0487,4.0642,13.7194,2.5769,72.4221
0.1002,3.9865,4.0016,15.1528,2.5697,72.3862
0.0991,3.8649,3.8605,13.630999999999998,2.5698,72.4665
0.0954,3.7566,3.7378,11.6071,2.5685,72.5073
0.0909,3.7056,3.6826,9.2329,2.5798,72.2871
0.0947,3.7225,3.6898,8.3317,2.5771,71.9614
0.1002,3.7955,3.7374,8.1976,2.5687,71.5676
0.1016,3.9058,3.8257,10.3221,2.5668,71.0722
0.0981,4.0402,3.9789999999999996,12.6282,2.5673,70.818
0.0954,4.1988,4.2207,12.0764,2.5754,71.0308
0.0922,4.3912,4.5567,10.4008,2.5892,71.4936
0.0854,4.62,4.9769,10.2073,2.6124,71.7496
0.078,4.853,5.4127,10.1092,2.6207,71.2245
0.0753,5.023,5.7065,10.2338,2.6094,69.6016
0.0745,5.0737,5.7278,9.559,2.6029,68.1027
0.0707,5.0236,5.5615,9.2904,2.5926,67.6561
0.0675,4.9599,5.4356,9.5401,2.5847,67.99600000000001
0.067,4.9673,5.4996,9.8508,2.5962,68.0216
0.0648,5.074,5.7582,9.691,2.6186,67.1752
0.061,5.2519,6.1335,8.8766,2.6348,65.8104
0.0587,5.4451,6.5279,8.2419,2.627,65.0537
0.0557,5.5993,6.8498,8.6393,2.6154,64.3289
0.051,5.6819,7.0288,9.4798,2.6359,63.6521
0.0503,5.6864,7.0396,9.148,2.6611,62.8469
0.0501,5.6317,6.9265,9.3009,2.6622,61.9532
0.0488,5.553,6.7548,10.469000000000001,2.6532,61.4757
0.0535,5.4864,6.553999999999999,10.5057,2.6238,61.7352
0.0647,5.4516,6.3403,9.7796,2.6057,62.1592
0.0729,5.4463,6.1457,10.1507,2.6244,62.356
0.0774,5.452000000000001,5.9793,9.8291,2.6363,62.7246
0.0734,5.4488,5.8228,8.251,2.6289,63.4742
0.0744,5.4271,5.6783,8.6308,2.633,64.7404
0.0755,5.3892,5.5693,10.1125,2.6264,66.0342
0.0743,5.3414,5.4988,11.1179,2.6152,66.8724
0.0724,5.2955,5.4512,12.0532,2.6077,67.0942
0.0752,5.268,5.4136,12.6807,2.6025,66.94800000000001
0.2962,2.8025,3.1038,45.012,2.5506,91.5496
0.2867,3.5328,3.8392,49.2532,2.4105,95.6817
0.1163,3.6925,4.4377,26.9014,2.2952,70.2307
0.0996,3.5557,1.9956,26.6472,2.3746,73.7964
0.1725,5.4285,5.4982,48.8078,2.541,85.7761
0.1999,4.9701,5.1071,48.2527,2.5731,86.8861
0.2562,3.6448,3.8409,47.7784,2.5721,87.537
0.2081,2.7564,2.6279,37.43,2.3093,88.4299
0.2292,3.6937,3.4401,42.3005,2.202,84.6181
0.2897,3.8056,3.6282,40.7788,2.0867,83.6725
0.32299999999999995,3.0212,3.5882,57.5096,2.246,82.1568
0.3738,8.8173,12.3517,60.5203,2.2582,81.9513
0.3978,12.5647,16.7319,60.941,2.2846,83.7649
0.4147,6.4025,19.9209,57.7057,2.2574,87.6817
0.4217,5.0285,11.6745,52.4189,2.1365,91.1938
0.4336,3.7963,6.9394,49.2256,2.0923,93.37299999999999
0.439,2.6239,5.2428,48.20399999999999,2.2009,101.0169
0.2802,2.6645,3.1239999999999997,49.4982,2.4088,110.5514
0.2829,3.5413,3.8079,47.2723,2.4458,108.7004
0.264,5.9774,6.1493,44.1383,2.4569,107.2439
0.2753,8.0188,7.9082,41.6055,2.472,106.1811
0.1216,5.6811,6.4407,28.7275,2.3723,81.6733
0.1362,6.716,7.7404,28.4466,2.3575,80.7989
0.1337,3.4242,3.324,14.3818,2.6043,66.3793
0.1256,4.9910000000000005,4.835,11.9878,2.5759,63.6602
0.0933,6.1365,5.8094,11.1085,2.6023,61.027
0.0709,5.7788,5.5024,9.2492,2.6456,58.9583
0.0734,5.8422,5.5143,8.2136,2.6385,57.3592
0.0658,7.1678,6.5048,8.0082,2.6457,56.6534
0.057999999999999996,7.5361,6.7617,6.9441,2.6362,56.4389
0.0599,6.3739,5.8857,5.8689,2.6032,56.586000000000006
0.0622,5.8544,5.4411,5.5679,2.5807,57.0699
0.067,6.132999999999999,5.6476,5.9656,2.5471,57.8625
0.0709,6.9366,6.2895,5.8668,2.5314,58.3255
0.069,8.6299,7.7364,5.2619,2.544,58.751000000000005
0.0745,9.9534,8.9284,5.221,2.5452,59.4416
0.0848,9.3907,8.4348,5.1339,2.5347,60.7902
0.0866,7.4248,6.8804,4.6702,2.5462,62.5141
0.0855,5.3712,5.0714,6.2781,2.5585,64.4828
0.0881,5.4697,5.13,8.2625,2.5509,66.9192
0.1089,3.8707,3.5829,9.6738,2.4615,69.8141
0.1223,3.0015,2.7734,7.5894,2.5922,61.5971
0.1264,3.6860000000000004,3.3710000000000004,7.0545,2.6239,61.7373
0.1058,3.5212,3.2429,6.9848,2.5401,63.428999999999995
0.0818,2.9725,2.7048,8.3771,2.4894,66.6427
0.1013,3.0055,2.7944,9.7546,2.4891,69.6071
0.1259,3.0834,2.9148,9.7339,2.4771,72.2913
0.1576,3.1087,2.8806,13.0446,2.4859,69.2074
0.1354,3.3277,3.0717,11.282,2.49,69.6248
0.1153,3.1081,2.8778,9.1821,2.4535,71.0909
0.11800000000000001,2.6710000000000003,2.4988,8.6557,2.4624,72.6589
0.1599,2.7778,2.5093,14.7816,2.4896,75.6263
0.1612,2.8963,2.6009,11.7859,2.4827,75.4522
0.1653,2.6839999999999997,2.4197,12.6036,2.4726,75.3838
0.1598,2.7147,2.4588,10.7174,2.447,74.4168
0.1142,2.6232,2.3547,9.8392,2.5279,67.4404
0.0968,2.7936,2.4504,7.35,2.6138,66.743
0.0759,3.0314,2.5923,6.0641,2.6402,68.2258
0.0704,6.0923,5.3292,6.6503,2.6294,71.5429
0.0746,4.5485,3.9547,9.0817,2.544,75.8249
0.1292,2.7801,2.6860000000000004,6.8462,2.4703,71.2303
0.1321,4.2086,4.087,7.646,2.4639,70.3328
0.1308,5.1655,5.0044,7.9029,2.4587,68.4288
0.1323,5.347,5.1531,7.0563,2.4867,65.6059
0.1206,5.1801,4.9797,6.223,2.5356,62.8777
0.1046,5.0594,4.8585,5.0873,2.5611,60.1737
0.0859,5.1483,4.9209,4.6806,2.5615,57.9365
0.0757,5.3994,5.1265,4.9642,2.5807,56.3496
0.0722,6.1692,5.7278,5.0667,2.6102,55.5086
0.0645,7.5624,6.7576,5.643,2.6393,55.4076
0.0499,8.5938,7.5012,6.7954,2.6475,56.13399999999999
0.0424,8.5387,7.4522,7.1819,2.6397,58.1129
0.0466,7.5973,6.745,7.6844,2.6348,60.7438
0.0522,6.687,6.0694,8.6334,2.6358,62.4059
0.0556,7.3473,6.5415,12.8219,2.6306,62.9889
0.0634,9.2848,8.021,15.1007,2.6167,62.5373
0.0707,10.6184,9.1551,13.7896,2.6202,61.4181
0.0735,10.6031,9.0454,10.0754,2.6329,59.9784
0.0714,9.966000000000001,8.2645,7.2124,2.6497,58.4577
0.0561,9.7461,7.962999999999999,5.7232,2.6497,57.6147
0.0464,10.0916,8.0805,5.4444,2.6498,57.5128
0.0448,10.2342,8.1256,5.4595,2.637,57.9153
0.0444,10.3752,8.1949,5.7858,2.6336,57.9514
0.0452,10.4132,8.2038,6.5909,2.6468,57.6707
0.0452,9.5822,7.7341,8.6886,2.6479,57.0215
0.045,8.5789,7.1046,9.1393,2.6451,56.3647
0.0452,8.1908,6.8604,6.9458,2.6393,55.7461
0.0458,8.0101,6.7304,5.215,2.6324,55.5418
0.0423,7.8606,6.6484,4.8126,2.6356,55.7847
0.0398,7.4036,6.3435,5.3622,2.6283,56.6613
0.043,7.35,6.2933,6.1118,2.6117,57.6608
0.0513,7.5536,6.4281,6.3171,2.5991,58.4341
0.0564,8.2225,6.9109,6.4068,2.5756,59.0778
0.0614,9.6872,7.9542,6.2073,2.5691,59.6316
0.0637,10.2319,8.3633,5.8211,2.572,59.918
0.068,8.7191,7.3020000000000005,5.6333,2.5659,59.9816
0.0735,7.1948,6.1815,5.3574,2.5806,59.641999999999996
0.0728,5.7749,5.0531,5.4162,2.6029,59.4958
0.0663,5.2164,4.5712,5.9228,2.6028,59.1477
0.063,5.1927,4.5937,6.0481,2.6114,58.9649
0.0606,4.7441,4.171,6.8575,2.6281,58.8913
0.0579,4.3491,3.8095,7.5035,2.6215,59.0424
0.0611,4.4956,3.9911,7.0385,2.6093,59.6272
0.0663,4.8919,4.4282,6.4682,2.5782,60.2463
0.0662,5.1332,4.6874,6.2106,2.5491,61.1499
0.0683,5.3922,4.9084,5.8839,2.5375,61.7667
0.0762,5.8233,5.2497,5.4692,2.5471,62.173
0.0804,6.2705,5.5984,5.9489,2.5445,62.1965
0.0799,6.5979,5.8497,5.8574,2.5303,61.9782
0.0784,6.8629999999999995,6.0513,5.327999999999999,2.5245,61.4297
0.076,7.1276,6.2521,5.3956,2.5353,60.581
0.0707,7.4122,6.466,5.7747,2.5675,59.4154
0.0607,8.0872,6.9391,5.8157,2.6017,58.4133
0.0562,9.0981,7.6226,6.0966,2.6103,57.8534
0.0566,8.8096,7.4009,6.4424,2.6101,57.695
0.0535,7.1507,6.229,6.2319,2.6161,57.7488
0.0512,6.0641,5.4432,6.3105,2.6207,57.8115
0.0525,5.6321,5.1303,6.3854,2.6236,57.979
0.0557,5.526,5.0689,6.2059,2.6029,58.16
0.06,5.4954,5.0711,5.8772,2.5821,58.3985
0.0649,5.5382,5.1311,5.7162,2.5716,58.7026
0.0666,5.957000000000001,5.4791,5.4783,2.5674,59.0267
0.0661,7.0211,6.3193,5.9559,2.5539,59.2705
0.0629,8.1332,7.1853,7.3237,2.5834,59.3113
0.0592,7.8711,6.9985,7.856,2.6003,59.1652
0.0586,7.3117,6.5504,7.606,2.5901,59.0316
0.0588,6.8867,6.1744,7.5584,2.589,58.8871
0.0599,6.4915,5.8326,7.5133,2.5919,58.7248
0.0627,6.5237,5.8053,6.782,2.5936,58.5357
0.065,8.5417,7.2587,6.3796,2.5944,58.3507
0.0625,9.8865,8.3516,6.1565,2.5668,58.4141
0.0611,11.2172,9.432,6.6038,2.5506,58.7623
0.0642,10.7902,9.0613,7.3132,2.5775,59.2997
0.0664,4.7918,4.288,7.1003,2.5736,60.0316
0.0678,4.5535,4.079,6.6983,2.5424,60.9319
0.0759,4.5234,4.0621,5.6674,2.5136,61.8633
0.0841,5.2086,4.7141,5.034,2.494,62.8297
0.0845,5.2962,4.7855,4.6984,2.4913,63.6225
0.0843,4.9673,4.4522,4.4479,2.4847,64.1447
0.0907,3.3344,2.858,4.3337,2.4767,64.3642
0.1134,2.9657,2.5725,4.1247,2.4674,64.3831
0.1233,2.9838,2.6042,4.3037,2.4737,64.0118
0.1139,3.2464,2.7935,4.5175,2.4893,63.0636
0.1079,3.1901,2.7032,4.5017,2.4895,61.9758
0.0988,3.303,2.7435,4.71,2.4882,60.7024
0.0865,3.7666,3.0756,4.5633,2.501,60.0661
0.0885,3.7046,2.9889,4.618,2.5074,59.6827
0.0984,5.0614,4.2195,5.1206,2.5293,59.8797
0.0967,7.3604,6.0736,4.8879,2.5598,60.6859
0.0808,6.9497,5.7265,4.7997,2.5856,61.7614
0.0706,5.1337,4.1131,5.3844,2.5872,63.247
0.0702,4.7983,3.7538,5.8904,2.5846,64.9871
0.0711,5.1264,3.9819999999999998,6.6091,2.5807,67.0192
0.0709,5.5315,4.3372,7.3245,2.5877,68.9927
0.0755,6.1574,4.9366,8.672,2.5575,71.0295
0.0869,5.6003,4.297,10.8318,2.4765,72.8784
0.0993,5.1874,3.8935,11.821,2.4514,73.8565
0.0973,3.4521,2.5033,11.504000000000001,2.4598,73.968
0.10800000000000001,2.79,2.1521,10.8136,2.4484,73.1395
0.1432,2.898,2.2059,10.1473,2.4741,71.1627
0.1581,2.903,2.1645,10.4164,2.5552,68.4336
0.1511,3.4767,2.4635,11.4192,2.5772,65.524
0.1357,6.1458,4.6539,11.6868,2.5691,62.8132
0.0986,13.7794,9.7643,10.883,2.5953,60.7608
0.0733,13.9955,9.8738,8.9613,2.6035,59.8047
0.0661,9.4601,7.0377,6.9118,2.5684,60.0213
0.0663,8.6553,6.6301,5.6688,2.543,60.9822
0.0726,5.1604,3.9241,5.642,2.5261,62.5336
0.0846,4.1579,3.0347,6.0241,2.5275,63.4746
0.0901,3.5712,2.6104,5.9281,2.5331,63.8776
0.0916,3.9323,2.9147,5.3851,2.5295,63.7076
0.0923,4.2465,3.1628,5.6770000000000005,2.5242,63.4813
0.0892,4.2063,3.1493,6.1706,2.5251,63.3083
0.0876,4.1745,3.1253,6.2051,2.5387,63.2786
0.0884,4.1268,3.0869,6.3655,2.5515,63.4117
0.0889,3.9548,2.9733,5.7908,2.5344,63.6501
0.0895,3.8334,2.9005,5.4166,2.5269,64.0091
0.0919,3.8996,2.9771,5.5609,2.5237,64.3205
0.0944,4.1164,3.1794,5.7012,2.5201,64.7327
0.0946,4.3647,3.4603,5.8762,2.5301,65.2174
0.0918,4.3528,3.4851,6.0879,2.5183,65.6196
0.0887,4.271,3.4476,5.9431,2.5087,65.7424
0.0895,4.0777,3.339,6.3489,2.5109,65.645
0.0947,3.9409,3.2477,6.355,2.5192,65.1261
0.0957,3.8178,3.1727,5.9474,2.52,64.1249
0.092,3.8285,3.1983,5.8525,2.5181,63.2209
0.0877,3.9299,3.3024,5.7752,2.5366,62.3009
0.0811,4.3145,3.6683,5.9670000000000005,2.5748,61.4603
0.0754,4.5882,3.9322,6.1815,2.5845,60.7652
0.0711,4.8342,4.1834,6.4591,2.5944,60.0731
0.0698,5.5305,4.8788,7.7191,2.6188,59.6473
0.0699,5.8293,5.1112,7.9535,2.6202,59.4733
0.0675,5.8932,5.1543,7.6669,2.5980000000000003,59.4236
0.0635,6.3288,5.4779,8.2867,2.5906,59.4203
0.0592,6.2885,5.4423,8.5698,2.6014,59.4819
0.0577,5.777,5.0557,7.7515,2.5984,59.6251
0.0597,5.5816,4.9165,6.343999999999999,2.5763,59.843999999999994
0.0642,5.2224,4.6204,5.9359,2.5694,60.0064
0.0696,4.9685,4.3592,5.8258,2.5622,60.1864
0.0714,4.846,4.2381,5.7086,2.5638,60.4427
0.0686,5.2165,4.6395,5.3687,2.5743,60.6422
0.0657,5.6841,5.0691,5.6001,2.5796,60.7664
0.0652,6.2794,5.5743,6.1366,2.5749,60.9565
0.066,5.9009,5.2936,6.3103,2.5701,61.3411
0.0676,5.4919,4.9593,6.2139999999999995,2.5592,61.8841
0.0657,5.0606,4.5669,6.3157,2.5455,62.2182
0.0657,4.7181,4.2386,6.2829999999999995,2.5452,62.1579
0.0735,4.3958,3.951,5.8101,2.5402,61.6605
0.0798,4.5256,4.0834,5.0985,2.533,60.5901
0.0768,4.6659,4.226,4.8635,2.559,59.8125
0.0682,5.5574,5.0693,4.8723,2.5949,59.17
0.0632,7.8307,6.977,5.2494,2.6048,58.6622
0.0585,7.7161,6.8601,5.5646,2.6132,58.1067
0.0541,6.7909,6.067,5.5713,2.6208,57.7578
0.0514,7.7612,6.6855,5.8108,2.6222,57.6105
0.0499,9.7423,7.9352,5.8753,2.6317,57.5336
0.0479,10.7624,8.4516,5.7536,2.6304,57.6768
0.044000000000000004,8.5454,6.9248,4.9677,2.6383,57.9366
0.0419,7.7706,6.3943,4.3096,2.635,58.3441
0.0442,5.6339,4.9241,4.6851,2.6113,58.9341
0.0521,4.9045,4.2885,5.5091,2.5988,59.784
0.064,4.7287,4.0955,6.3527,2.5949,60.7259
0.0717,4.6279,3.9477,6.575,2.5699,61.5716
0.0743,4.3962,3.6589,6.3648,2.5266,62.2959
0.0798,3.9794,3.1854,5.6663,2.4986,62.6884
0.0852,3.9773,3.1491,5.1728,2.4949,62.8757
0.0921,4.1571,3.2743,5.2267,2.4943,62.8316
0.0988,4.8571,3.799,5.1354,2.5056,62.6653
0.0995,5.0295,3.8835,5.1014,2.519,62.6797
0.0931,4.5881,3.4149,4.9069,2.5203,62.5989
0.0887,4.9711,3.6845,5.0465,2.5254,62.495
0.0894,5.6092,4.1943,5.8565,2.5303,62.0631
0.0898,5.7681,4.2816,6.3916,2.5346,61.506
0.087,6.0489999999999995,4.5403,6.6601,2.5589,60.8434
0.0761,7.3327,5.5526,6.1911,2.5827,60.1135
0.0619,8.8619,6.4498,5.1276,2.5866,59.0957
0.0598,12.1867,8.2055,5.1109,2.5887,58.3101
0.0617,20.5738,15.6976,6.0595,2.5983,57.9967
0.0549,22.3291,19.5488,7.0722,2.5999,58.0233
0.0503,18.2934,12.3453,6.7591,2.568,58.2653
0.0543,7.6451,5.5428,5.1758,2.5563,58.5391
0.0565,6.5002,4.4402,4.1834,2.5785,58.8223
0.0583,6.7633,4.7333,3.573,2.5799,59.0649
0.0648,7.098,5.0733,3.2833,2.5663,59.1888
0.0672,7.9228,5.7683,3.5308,2.5635,59.119
0.0635,9.0789,6.391,3.9546,2.5669999999999997,58.9915
0.0606,9.0914,6.3779,4.4805,2.5782,58.9575
0.0581,8.4376,6.006,4.9828,2.5848,59.1759
0.0551,10.6458,7.066,5.4512,2.5877,59.638999999999996
0.0528,15.0056,8.9165,6.0574,2.6045,60.1438
0.0533,11.0376,7.1222,7.2671,2.6265,60.1023
0.0541,8.0224,5.561,8.7479,2.6349,59.3725
0.0535,7.041,4.963,8.4504,2.642,58.4116
0.0485,10.3028,6.5662,6.8475,2.6439,57.2395
0.0402,16.7279,8.9599,5.5726,2.6459,55.8736
0.0379,20.6992,13.562000000000001,4.7016,2.6402,54.4702
0.0363,21.5384,15.9117,4.2581,2.6371,53.6041
0.0301,21.263,14.1238,4.3187,2.6429,53.6909
0.0267,21.1064,14.4938,4.6366,2.6544,54.3513
0.0272,21.3294,16.6874,4.5776,2.6667,55.2207
0.0286,21.7307,12.2189,5.126,2.6557,55.6992
0.0291,21.4621,9.7092,6.422000000000001,2.6419,55.7209
0.0284,21.6208,11.7402,6.3998,2.6447,55.544
0.0265,20.6332,19.0537,5.061,2.6601,55.1792
0.0226,31.956,27.6292,4.0848,2.6605,54.8325
0.0156,38.7065,35.558,4.0026,2.6772,54.815
0.0145,24.3026,24.1832,4.4115,2.6833,54.9298
0.0183,25.7827,25.1552,4.8506,2.6818,55.1557
0.0255,20.2763,15.7941,5.4209,2.6644,55.3083
0.0264,12.5107,7.0369,6.0318,2.6281,55.2637
0.0274,14.3472,7.702999999999999,5.712999999999999,2.6084,55.0303
0.0361,17.6264,8.9591,4.5227,2.6112,54.8592
0.0424,18.4294,10.6917,4.0085,2.6148,54.9419
0.040999999999999995,18.7745,11.8028,4.2442,2.6189999999999998,55.3582
0.0373,19.1278,13.0232,4.5616,2.6043,56.3013
0.0447,18.9769,12.8506,5.2877,2.5864,57.1779
0.0589,19.3681,13.487,6.4438,2.5842,58.247
0.0613,13.1504,8.7776,6.98,2.5749,59.4049
0.0612,9.3628,6.6705,6.3403,2.5582,60.8329
0.071,6.7662,5.0969,5.8793,2.5248,61.5582
0.0798,5.6161,4.0414,5.6908,2.5124,61.3258
0.0818,4.8593,3.3795,5.4308,2.5248,60.3182
0.0832,5.5786,4.0971,5.3202,2.5412,58.9652
0.0828,5.9519,4.4804,5.5996,2.5623,57.5108
0.0737,8.5911,6.5531,5.835,2.5909,56.4063
0.0575,10.6293,7.7609,5.2826,2.6106,55.327
0.0445,10.2983,7.5112,4.4522,2.6092,54.5549
0.0371,16.0892,11.6916,4.2463,2.6164,54.0401
0.0359,18.4301,16.2288,4.8497,2.6595,53.7626
0.0346,19.0086,18.4946,5.5481,2.6906,53.6036
0.0294,18.6615,18.7245,5.8044,2.6895,53.4699
0.0265,18.058,18.1305,5.6907,2.6811,53.5797
0.0257,18.1376,19.0439,5.6566,2.6693,53.8949
0.0259,17.2592,17.165,5.681,2.6588,54.4829
0.0328,14.5676,11.8503,5.7305,2.6524,55.2794
0.0427,12.8035,9.2137,6.291,2.6388,56.2073
0.0435,13.6794,10.4681,6.7389,2.6227,57.2524
0.0422,15.5564,13.3817,7.4527,2.6281,58.3582
0.05,8.3964,6.8444,8.7845,2.6284,59.361000000000004
0.0659,4.4862,3.7716,9.2072,2.5918,60.5291
0.0781,6.9,5.8005,8.4578,2.5539,61.5577
0.0803,7.0973,6.0075,6.6947,2.5362,62.0096
0.0806,4.9864,4.312,5.1974,2.5411,62.1732
0.08199999999999999,4.1588,3.5097,4.9535,2.5453,62.2299
0.0836,3.8196,3.1867,5.1176,2.5377,62.3244
0.0845,3.8695,3.2504,5.1021,2.5386,62.4918
0.0846,3.815,3.2,4.9479,2.5416,62.393
